Time_Index,Drift_Type,Top_Features,Errors
2778,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1744.1196857098512), np.float64(437.12961185350315), np.float64(228.4402075425713)]"
2779,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1746.7608508848534), np.float64(437.46635477556185), np.float64(230.4573628174738)]"
2780,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1769.2709864081341), np.float64(438.454385133056), np.float64(232.33706709541883)]"
2781,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1773.535211014848), np.float64(436.77076652764237), np.float64(230.44652488110214)]"
2782,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1771.241403149786), np.float64(438.4017708416106), np.float64(231.91763999697855)]"
2783,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1728.7157710889383), np.float64(433.0768597254595), np.float64(225.7125349039148)]"
2784,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1757.4739015434436), np.float64(436.8674563782073), np.float64(229.6878226164094)]"
2785,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1792.2180364202122), np.float64(440.40440255123565), np.float64(233.45337544812742)]"
2786,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1758.5720527266221), np.float64(436.47479486253576), np.float64(229.23634041728718)]"
2787,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1732.212811556472), np.float64(436.16842715033664), np.float64(226.53600403329057)]"
2788,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1750.1155794768652), np.float64(437.4358341259741), np.float64(227.64439731624566)]"
2789,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1747.1966695147614), np.float64(436.6691313914256), np.float64(227.50439231977288)]"
2790,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1774.8056716682727), np.float64(441.8351457476816), np.float64(232.35480928500107)]"
2791,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1702.4548254696915), np.float64(429.912360921594), np.float64(220.49992710364648)]"
2792,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1758.312098642708), np.float64(439.7899440392683), np.float64(229.9051040800492)]"
2793,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1779.174568891725), np.float64(437.2367277991213), np.float64(229.40856429759236)]"
2794,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1783.6992882179784), np.float64(439.56069364584766), np.float64(231.95070956239897)]"
2795,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1749.225083043632), np.float64(436.60444248324103), np.float64(227.35677824253162)]"
2796,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1731.7954830291187), np.float64(433.430054470393), np.float64(225.09225786313831)]"
2797,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1742.7321255354443), np.float64(434.65250196999943), np.float64(226.60356931095507)]"
2798,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1723.3472000556844), np.float64(432.0831267792428), np.float64(221.91319567777765)]"
2799,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1728.1149349138373), np.float64(433.4995664813338), np.float64(221.89310878433557)]"
2800,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1715.7116741482234), np.float64(430.2050326285251), np.float64(219.23912667918768)]"
2801,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1745.8209477202247), np.float64(435.95237331829105), np.float64(226.05454241913145)]"
2802,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1712.8189972594257), np.float64(430.6927808519637), np.float64(219.48315808460933)]"
2803,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1721.0681346741603), np.float64(433.2246324885599), np.float64(221.27071593914675)]"
2804,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1739.6492355779367), np.float64(434.72858324269237), np.float64(223.5446506057449)]"
2805,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1719.7209985582226), np.float64(431.58002474535044), np.float64(219.68017254651255)]"
2806,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1719.813600670558), np.float64(432.93828320589347), np.float64(222.90514218714446)]"
2807,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1729.2003453262375), np.float64(434.0510145289096), np.float64(223.75256367222102)]"
2808,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1733.6876014920974), np.float64(433.7925228282896), np.float64(224.43024328753773)]"
2809,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1734.5493491477257), np.float64(434.39752288038414), np.float64(225.01371027734012)]"
2810,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1731.3751396264245), np.float64(432.9058240339553), np.float64(224.43948831321683)]"
2811,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1698.6085062256814), np.float64(427.60461256382484), np.float64(218.95557121403104)]"
2812,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1755.972593578604), np.float64(436.56033751303505), np.float64(227.52533033676886)]"
2813,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1725.6788103754152), np.float64(429.96337561217706), np.float64(220.72819129985024)]"
2814,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1728.1776485362457), np.float64(434.10651445220674), np.float64(222.9916440209246)]"
2815,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1719.2737806052712), np.float64(431.9078940450263), np.float64(219.73111802784206)]"
2816,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1721.7616169463568), np.float64(433.8588434310417), np.float64(222.2666552676827)]"
2817,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1688.1674899224472), np.float64(429.6864202904724), np.float64(217.94389025172504)]"
2818,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1709.3403512440022), np.float64(432.36325196104156), np.float64(219.7214013069311)]"
2819,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1751.554911561238), np.float64(436.2627267707655), np.float64(222.8221748136395)]"
2820,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1715.4090580269883), np.float64(431.42562134175677), np.float64(218.40877377561364)]"
2821,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1737.997947440981), np.float64(438.22589459483135), np.float64(226.13701663679907)]"
2822,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1721.4983425064988), np.float64(432.5958323993641), np.float64(222.5479358767122)]"
2823,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1727.78065413957), np.float64(433.15474732025405), np.float64(224.21523339684336)]"
2824,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1766.0658334594093), np.float64(438.2019493783473), np.float64(228.7423699627663)]"
2825,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1729.6855281931391), np.float64(431.6962278595735), np.float64(219.65536950488655)]"
2826,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1726.0529629861308), np.float64(433.7024242505884), np.float64(221.95703438172185)]"
2827,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1718.8601420751431), np.float64(431.14925747761225), np.float64(222.28996759054658)]"
2828,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1742.9472435186235), np.float64(434.24098495107484), np.float64(223.51821398575603)]"
2829,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1741.4585344085594), np.float64(433.14422434732705), np.float64(222.19294322545517)]"
2830,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1716.2381052968271), np.float64(431.04046430923916), np.float64(219.2353672252309)]"
2831,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1716.588420886048), np.float64(432.05855209619597), np.float64(220.13010201339225)]"
2832,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1698.521950502926), np.float64(428.82102842567), np.float64(216.42572127929142)]"
2833,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1715.6689714118893), np.float64(431.1580733276057), np.float64(219.74182285993365)]"
2834,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1705.4042632195997), np.float64(428.17313460117276), np.float64(215.90564626893774)]"
2835,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1717.5279077877708), np.float64(430.97753695600466), np.float64(216.18524992647772)]"
2836,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1699.3047659458316), np.float64(428.9589023133948), np.float64(214.51492468496448)]"
2837,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1687.9183422124224), np.float64(428.3048584173548), np.float64(215.22466311396624)]"
2838,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1721.3395894469627), np.float64(435.1000585407937), np.float64(221.0199937680734)]"
2839,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1714.1464948757268), np.float64(431.63218637397614), np.float64(217.0573769733988)]"
2840,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1702.991396348819), np.float64(432.3402469070564), np.float64(218.3580276085986)]"
2841,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1693.6609350603915), np.float64(431.7808664256856), np.float64(219.34862095258495)]"
2842,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1710.0819184948255), np.float64(432.42673977750553), np.float64(221.03233628899403)]"
2843,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1716.384666616327), np.float64(430.41085266075305), np.float64(220.89190018194995)]"
2844,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1720.8712001975814), np.float64(429.3142680917883), np.float64(221.40935361012976)]"
2845,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1730.5787239789097), np.float64(430.351707908141), np.float64(221.77637305532707)]"
2846,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1731.156459950754), np.float64(430.6388694036659), np.float64(220.90283501045178)]"
2847,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1696.9113183178335), np.float64(425.96902606384367), np.float64(216.63417567530524)]"
2848,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1675.76521584977), np.float64(424.30863220707596), np.float64(213.56790078834038)]"
2849,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1705.8070812028982), np.float64(428.14223203975524), np.float64(214.2601438074758)]"
2850,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1672.6338337517525), np.float64(422.19083655400465), np.float64(208.2108849109846)]"
2851,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1687.43922394543), np.float64(427.7796014833113), np.float64(212.61763236516185)]"
2852,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1662.320637567791), np.float64(422.21989321737846), np.float64(207.94712015484575)]"
2853,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1688.1348153952476), np.float64(427.77460313767676), np.float64(212.85167163866623)]"
2854,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1684.91658738042), np.float64(425.406650634201), np.float64(210.52738122532082)]"
2855,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1682.8277659067342), np.float64(426.9984245016086), np.float64(211.43029998988013)]"
2856,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1702.4826163684047), np.float64(431.0734790629596), np.float64(214.1801813717538)]"
2857,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1686.1234102099238), np.float64(427.53637669135276), np.float64(211.48728207764415)]"
2858,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1684.091957586647), np.float64(429.62859860938715), np.float64(216.72157073910216)]"
2859,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1673.9376487782679), np.float64(426.34533841680775), np.float64(213.57379833401228)]"
2860,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1723.9530401731663), np.float64(431.9626002575448), np.float64(218.56367271287598)]"
2861,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1709.414950704703), np.float64(428.20085025383224), np.float64(215.81908895648613)]"
2862,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1686.3290479771622), np.float64(424.96540082804194), np.float64(215.12024696582998)]"
2863,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1726.1219924590634), np.float64(431.74269518314776), np.float64(220.18320438329425)]"
2864,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1730.233166055892), np.float64(429.9367724270263), np.float64(217.4882181473472)]"
2865,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1666.4641405977884), np.float64(423.1675122189733), np.float64(211.7147802437114)]"
2866,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1669.5901546459404), np.float64(425.5849436696797), np.float64(212.0944774474605)]"
2867,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1689.763484942184), np.float64(424.1029267685435), np.float64(207.47390158532858)]"
2868,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1685.3218185899357), np.float64(424.6702497872046), np.float64(209.27554617639734)]"
2869,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1681.1175587797406), np.float64(424.7468657980301), np.float64(208.50168450591855)]"
2870,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1665.1377708244509), np.float64(423.47061649973983), np.float64(206.04435780240019)]"
2871,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1654.8732338659374), np.float64(421.21948313605054), np.float64(203.5929802376558)]"
2872,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1671.3503615304144), np.float64(423.50677400963303), np.float64(207.85753094684816)]"
2873,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1665.4242095089144), np.float64(421.0030743842027), np.float64(204.44865592614843)]"
2874,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1664.7223010545713), np.float64(421.21640591500375), np.float64(204.2355395138819)]"
2875,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1675.2432928730043), np.float64(421.9020989705612), np.float64(204.39435428424864)]"
2876,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1694.4550314873145), np.float64(427.0270191320425), np.float64(208.99132886362636)]"
2877,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1657.2002261852952), np.float64(421.65512505922044), np.float64(203.26156170450105)]"
2878,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1643.0767144877107), np.float64(421.7122987612903), np.float64(203.44729770970477)]"
2879,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1661.481317093069), np.float64(422.3062843232845), np.float64(203.3572869276697)]"
2880,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1687.9150910383014), np.float64(425.0909016635752), np.float64(207.0176504984816)]"
2881,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1658.4127901444765), np.float64(420.65288177415596), np.float64(204.04616719261662)]"
2882,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1655.568996470522), np.float64(422.6058689497221), np.float64(205.77512800175373)]"
2883,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1693.6010803502766), np.float64(426.98676096423594), np.float64(210.54946497144041)]"
2884,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1678.8092635784305), np.float64(424.5097297236519), np.float64(210.07903276661182)]"
2885,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1680.3295604750278), np.float64(427.7970725502725), np.float64(211.9818978820777)]"
2886,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1675.34285984795), np.float64(424.1152544476855), np.float64(205.89296106735873)]"
2887,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1662.0514793294253), np.float64(423.74756650672015), np.float64(207.95392873097512)]"
2888,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1683.731698559149), np.float64(426.10443511716915), np.float64(209.52903026916186)]"
2889,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1678.298101177992), np.float64(424.78665225010934), np.float64(210.6605363428921)]"
2890,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1651.758607810688), np.float64(420.7453051760934), np.float64(206.89498395441115)]"
2891,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1673.9900399121566), np.float64(423.4994818403097), np.float64(209.84945221861872)]"
2892,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1687.9107544061276), np.float64(423.6193842953195), np.float64(210.48243167100404)]"
2893,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1675.5094141573195), np.float64(422.47670410191466), np.float64(208.028525675528)]"
2894,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1643.0249455443081), np.float64(418.1380837390645), np.float64(206.1410968653541)]"
2895,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1652.4988985510986), np.float64(419.59625531030605), np.float64(204.09308314444766)]"
2896,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1642.0499237640604), np.float64(415.21309261867043), np.float64(199.87970539960546)]"
2897,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1661.5325738709762), np.float64(420.5368924369865), np.float64(203.7656163413071)]"
2898,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1654.301917545436), np.float64(417.44961586069473), np.float64(198.85697583281413)]"
2899,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1659.663726819442), np.float64(418.9743384519226), np.float64(198.24385997407106)]"
2900,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1634.6901505074604), np.float64(416.18000667233355), np.float64(196.18065893982345)]"
2901,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1673.3970996614455), np.float64(422.27971364894245), np.float64(201.21283722848756)]"
2902,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1669.261668385038), np.float64(419.8267499647301), np.float64(199.23172974065437)]"
2903,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1646.7346706677624), np.float64(419.49787395820914), np.float64(197.91225420502383)]"
2904,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(1645.975633283726), np.float64(418.3559891126132), np.float64(198.94415098987238)]"
