Time_Index,Drift_Type,Top_Features,Errors
1416,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.646899057245), np.float64(480.48328957823924), np.float64(289.84578730514215)]"
1417,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.6880178948313), np.float64(480.5135929593034), np.float64(289.68037209663805)]"
1418,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.3181853038377), np.float64(480.62584951694345), np.float64(289.7894632296904)]"
1419,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.953876166585), np.float64(480.62882618742), np.float64(289.7422543278724)]"
1420,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.5640687824407), np.float64(480.67098269493306), np.float64(289.69684110501163)]"
1421,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.5707554762375), np.float64(480.70950949878414), np.float64(289.74818996426313)]"
1422,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.485247804615), np.float64(480.8394581833344), np.float64(289.8811765028605)]"
1423,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.707302443415), np.float64(480.9006992311138), np.float64(289.83427781465866)]"
1424,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.566138712261), np.float64(480.91388929399835), np.float64(289.7969052775524)]"
1425,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.0335253543794), np.float64(480.9896204330348), np.float64(289.9254986264624)]"
1426,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.5105879100224), np.float64(481.09176919974317), np.float64(289.99305268703995)]"
1427,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.2154280739333), np.float64(481.2415041725969), np.float64(290.03633178985973)]"
1428,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.8822373450303), np.float64(481.3440814227479), np.float64(290.0517938437712)]"
1429,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.3338834761466), np.float64(481.39172586128825), np.float64(289.93783871129983)]"
1430,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.818915092185), np.float64(481.37292336723385), np.float64(289.92427662792085)]"
1431,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.2764838366243), np.float64(481.50672812605063), np.float64(290.17271092882754)]"
1432,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.879517974444), np.float64(481.5555583038984), np.float64(290.0054713222502)]"
1433,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.296669917598), np.float64(481.61599622498386), np.float64(289.95439071125713)]"
1434,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.5522782107064), np.float64(481.7177834985785), np.float64(290.0361990476282)]"
1435,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.293747979444), np.float64(481.68517318364604), np.float64(289.862711586515)]"
1436,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.2384938114556), np.float64(481.7307504471681), np.float64(289.9694267286352)]"
1437,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.0434064338406), np.float64(481.84307983066094), np.float64(290.0675641155464)]"
1438,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.6162382134326), np.float64(482.3545466886709), np.float64(289.791170247669)]"
1439,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.0406849684223), np.float64(482.354715282735), np.float64(290.01201558694794)]"
1440,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.2185856701662), np.float64(482.7200897763666), np.float64(290.75203958644886)]"
1441,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2192.017445265591), np.float64(482.78782661310487), np.float64(289.5244882859021)]"
1442,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.48030401077), np.float64(482.3814440153295), np.float64(290.17415590280564)]"
1443,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.425638541603), np.float64(482.8858476932307), np.float64(290.59311308011775)]"
1444,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.1939767265676), np.float64(482.7407088768494), np.float64(290.2037790287451)]"
1445,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.5441532254363), np.float64(482.61275006431833), np.float64(289.9428450717968)]"
1446,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.9282776436435), np.float64(482.38240511888733), np.float64(290.04093741755827)]"
1447,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2193.136476129798), np.float64(482.0476843342796), np.float64(290.28886620155396)]"
1448,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.3298658542244), np.float64(482.2110079829057), np.float64(290.1408567141269)]"
1449,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2194.676719006498), np.float64(481.7905053120706), np.float64(290.8048509616461)]"
1450,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.7925577731207), np.float64(482.2212671220342), np.float64(290.3183228850649)]"
1451,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.8486658972843), np.float64(482.5310364692259), np.float64(290.2566932805812)]"
1452,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.9369355064227), np.float64(481.69398850195864), np.float64(290.4474209311121)]"
1453,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.8852676403476), np.float64(481.9574671502661), np.float64(290.26348889126257)]"
1454,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.3246507383365), np.float64(481.8621963234039), np.float64(290.17424964522934)]"
1455,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.4242524403917), np.float64(481.82563278718), np.float64(290.1125505860346)]"
1456,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.6203315415623), np.float64(481.9543246061654), np.float64(290.1327094901837)]"
1457,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.2995795562574), np.float64(481.96585974529705), np.float64(290.0726135119558)]"
1458,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.3295122474233), np.float64(482.2541715192333), np.float64(289.9507374387876)]"
1459,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.809950023616), np.float64(482.3567501021722), np.float64(290.2196740954124)]"
1460,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.0302153058706), np.float64(482.5615896994086), np.float64(290.0205015060133)]"
1461,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.1172283527694), np.float64(482.80455459809554), np.float64(290.1714934964683)]"
1462,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.1880714813515), np.float64(482.7294466536815), np.float64(290.1773592519532)]"
1463,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.204553357334), np.float64(482.77942594750255), np.float64(290.2746778406978)]"
1464,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.255653485293), np.float64(482.880234650234), np.float64(290.4920085780667)]"
1465,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.6442637866658), np.float64(482.8799150904282), np.float64(290.3086948472861)]"
1466,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.974764858237), np.float64(482.8180799480382), np.float64(290.34540697627034)]"
1467,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.231906182677), np.float64(482.77956816396056), np.float64(290.350841716196)]"
1468,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.740245253168), np.float64(482.865941437579), np.float64(290.407958955212)]"
1469,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.7289078120752), np.float64(482.8957893496939), np.float64(290.4432293944467)]"
1470,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.6887990188843), np.float64(482.8540471719667), np.float64(290.2874873737641)]"
1471,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.2821710161174), np.float64(482.886561961413), np.float64(290.39805971277997)]"
1472,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.47850470613), np.float64(482.8714901266242), np.float64(290.47646551609466)]"
1473,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.9189925572487), np.float64(482.95333258910676), np.float64(290.6151879240453)]"
1474,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.675499068963), np.float64(482.9693186074587), np.float64(290.40327867671203)]"
1475,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.7199955337787), np.float64(483.03039778343066), np.float64(290.49069524556506)]"
1476,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.0308359245832), np.float64(483.08531679172967), np.float64(290.5464392060857)]"
1477,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.9065194266814), np.float64(483.0150344657354), np.float64(290.3563795842175)]"
1478,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.485672728576), np.float64(482.9960232083296), np.float64(290.36159764201824)]"
1479,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.706350075706), np.float64(483.04091511486786), np.float64(290.3590817620679)]"
1480,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.7774971413482), np.float64(483.00804866117016), np.float64(290.26770416431316)]"
1481,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.7653897961195), np.float64(483.0076722351153), np.float64(290.291810075765)]"
1482,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.831442222902), np.float64(482.9936572628808), np.float64(290.2442086428895)]"
1483,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.4932158129013), np.float64(483.00840100788594), np.float64(290.26295197403414)]"
1484,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2165.757194987157), np.float64(483.76237779080583), np.float64(289.4603270717919)]"
1485,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.759042844655), np.float64(484.17633306577727), np.float64(289.4421916587072)]"
1486,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.652444882867), np.float64(483.76076425824806), np.float64(290.33588873687074)]"
1487,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.9056999485906), np.float64(485.47110934142677), np.float64(290.65542681254595)]"
1488,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.283252457456), np.float64(485.62877670793796), np.float64(290.5797094584042)]"
1489,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.51571784108), np.float64(486.1791373119005), np.float64(290.89252458770267)]"
1490,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.0576774780648), np.float64(486.0780150289126), np.float64(291.3848808335148)]"
1491,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.8245205897897), np.float64(485.65790125176954), np.float64(291.64335675855756)]"
1492,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.67028795405), np.float64(485.3151580634608), np.float64(291.99097044968926)]"
1493,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.0931217773696), np.float64(485.0821573417219), np.float64(292.1227687606544)]"
1494,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.6315586953606), np.float64(485.39592959868816), np.float64(291.6811153174231)]"
1495,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.850888541754), np.float64(485.2230967524383), np.float64(291.22529579928533)]"
1496,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.760971569261), np.float64(485.339145168395), np.float64(291.374727408965)]"
1497,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.424254037054), np.float64(485.42746663741184), np.float64(291.29686172092624)]"
1498,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.383679154222), np.float64(485.50968240101656), np.float64(291.2687940119264)]"
1499,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.8318987836815), np.float64(485.6704088352426), np.float64(291.4240552334537)]"
1500,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.255992540418), np.float64(485.6927468701225), np.float64(291.2810346265613)]"
1501,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.3066081179845), np.float64(485.56759535463), np.float64(291.23444847658413)]"
1502,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.262507764151), np.float64(485.5435815389072), np.float64(291.5576041470791)]"
1503,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.676643297532), np.float64(485.5567018333075), np.float64(291.4675458651624)]"
1504,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.3753056295113), np.float64(485.5448427274674), np.float64(291.35240482308643)]"
1505,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.4449781267836), np.float64(485.55936668430803), np.float64(291.38250058025744)]"
1506,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.6459445957967), np.float64(485.5475061512014), np.float64(291.51364883588724)]"
1507,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.808335202616), np.float64(485.48412784530836), np.float64(291.4373190889279)]"
1508,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.2293629143064), np.float64(485.96498483632706), np.float64(291.25034280298553)]"
1509,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.738979438405), np.float64(486.11312752345555), np.float64(290.76941303496614)]"
1510,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.9965792274743), np.float64(485.4058574163963), np.float64(291.3627996999717)]"
1511,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.138303439478), np.float64(486.4443366831844), np.float64(291.6407850050405)]"
1512,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.0521100506344), np.float64(486.2264871555076), np.float64(291.14919306556965)]"
1513,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.0410756388997), np.float64(486.39388166929365), np.float64(291.2036205408258)]"
1514,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.313649779974), np.float64(486.16957895065696), np.float64(291.3210603317614)]"
1515,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.274087318733), np.float64(485.83626274396966), np.float64(291.46296654223283)]"
1516,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.313995630834), np.float64(485.53111138804735), np.float64(291.6234681414961)]"
1517,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.027294023018), np.float64(485.2277496537402), np.float64(291.78396220549166)]"
1518,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.954805679097), np.float64(485.3854100159453), np.float64(291.5361936140054)]"
1519,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.543254392575), np.float64(485.34144977861285), np.float64(291.4445580888274)]"
1520,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.9708557990334), np.float64(485.31429840584224), np.float64(291.3701569818719)]"
1521,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.679237424408), np.float64(485.31826651153443), np.float64(291.34398943699796)]"
1522,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.1307056452347), np.float64(485.3097623107651), np.float64(291.2706322756914)]"
1523,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.4647922058584), np.float64(485.40812904723754), np.float64(291.4416056740878)]"
1524,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.8009347157144), np.float64(485.34941250111507), np.float64(291.3200819191673)]"
1525,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.534783441405), np.float64(485.2150185140429), np.float64(291.1637452448801)]"
1526,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.547928993595), np.float64(485.12557898424484), np.float64(291.2250388662334)]"
1527,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.8187170270985), np.float64(484.9980614886607), np.float64(291.1822845574843)]"
1528,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.873750321402), np.float64(484.9624701932703), np.float64(291.0675803544759)]"
1529,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.866143470389), np.float64(484.955144859134), np.float64(291.01404014291614)]"
1530,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.695534679868), np.float64(485.3197327343329), np.float64(291.3357783755495)]"
1531,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.6737968902517), np.float64(485.09377030202666), np.float64(290.1386339069455)]"
1532,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.4787077192495), np.float64(484.7929871164357), np.float64(291.0324663297677)]"
1533,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.1225676921467), np.float64(485.4085932589527), np.float64(291.30577333150643)]"
1534,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.08855594571), np.float64(485.4037157512268), np.float64(290.8707233944977)]"
1535,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.5593594054476), np.float64(485.5780990321684), np.float64(290.88196433430716)]"
1536,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.8816282930716), np.float64(485.5985011267429), np.float64(291.11278711663437)]"
1537,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2130.484655725738), np.float64(481.48659253614596), np.float64(290.83304924290115)]"
1538,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2209.8034802080538), np.float64(485.4705755284075), np.float64(289.936980041257)]"
1539,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2155.236618130454), np.float64(483.1368031513457), np.float64(290.441325495061)]"
1540,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.4892348384606), np.float64(486.86097252561484), np.float64(291.62239374285707)]"
1541,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.670496449925), np.float64(486.47799258893275), np.float64(290.4945322697405)]"
1542,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.988619963944), np.float64(487.0237971993091), np.float64(290.49442165612936)]"
